Id,MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,SalePrice_log
212,20,RL,83.0,10420,Reg,Lvl,Corner,Gtl,Edwards,Norm,1Fam,1Story,6,5,2009-01-01,2009-01-01,Gable,VinylSd,VinylSd,BrkFace,0.0,TA,TA,PConc,Gd,TA,Mn,GLQ,36,Unf,0,1176,1212,Ex,Y,SBrkr,1212,0,0,1212,0,0,2,0,3,1,Gd,6,Typ,0,Gd,Attchd,2009-01-01,RFn,2,460,TA,TA,Y,100,22,0,0,0,0,0,3,2010-01-01,WD,Normal,186000,12.133501952695338
213,60,FV,72.0,8640,Reg,Lvl,Inside,Gtl,Somerst,Norm,1Fam,2Story,7,5,2009-01-01,2009-01-01,Gable,VinylSd,VinylSd,BrkFace,0.0,TA,TA,PConc,Gd,TA,No,GLQ,822,Unf,0,78,900,Ex,Y,SBrkr,932,920,0,1852,1,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,2009-01-01,RFn,2,644,TA,TA,Y,168,108,0,0,0,0,0,7,2009-01-01,New,Partial,252678,12.439871229831715
214,20,RL,43.0,13568,IR2,Lvl,CulDSac,Gtl,CollgCr,Norm,1Fam,1Story,5,5,1995-01-01,1995-01-01,Gable,VinylSd,VinylSd,BrkFace,0.0,TA,TA,PConc,Gd,TA,No,ALQ,716,Unf,0,274,990,Ex,Y,SBrkr,990,0,0,990,0,1,1,0,3,1,TA,5,Typ,0,Gd,Attchd,1996-01-01,Unf,2,576,TA,TA,Y,224,0,0,0,0,0,0,7,2006-01-01,WD,Normal,156000,11.957611286231675
215,60,RL,70.0,10900,IR1,Lvl,FR2,Gtl,CollgCr,Norm,1Fam,2Story,6,7,1977-01-01,1977-01-01,Gable,HdBoard,HdBoard,BrkFace,153.0,TA,TA,CBlock,Gd,TA,No,GLQ,378,Unf,0,311,689,Ex,Y,SBrkr,689,703,0,1392,0,0,1,1,3,1,TA,6,Typ,0,Gd,Attchd,1977-01-01,Fin,1,299,TA,TA,Y,0,36,0,0,0,0,450,3,2010-01-01,WD,Normal,161750,11.993807212363148
216,20,RL,72.0,10011,IR1,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,6,1957-01-01,1996-01-01,Gable,HdBoard,HdBoard,BrkFace,64.0,TA,TA,CBlock,TA,TA,No,BLQ,360,Unf,0,710,1070,TA,Y,SBrkr,1236,0,0,1236,0,1,1,0,2,1,Gd,6,Min1,1,Fa,Attchd,1957-01-01,Unf,1,447,TA,TA,Y,0,0,0,0,0,0,0,5,2006-01-01,WD,Normal,134450,11.80894766169701
217,20,RL,65.0,8450,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,7,5,2004-01-01,2004-01-01,Gable,VinylSd,VinylSd,BrkFace,266.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,946,Unf,0,490,1436,Ex,Y,SBrkr,1436,0,0,1436,1,0,2,0,3,1,Gd,8,Typ,0,Gd,Attchd,2004-01-01,Unf,2,484,TA,TA,Y,139,98,0,0,0,0,0,4,2008-01-01,WD,Normal,210000,12.254862809699606
218,70,RM,57.0,9906,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,2Story,4,4,1925-01-01,1950-01-01,Gable,MetalSd,MetalSd,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,686,686,Fa,N,SBrkr,810,518,0,1328,0,0,1,0,3,1,TA,8,Typ,0,Gd,Detchd,1940-01-01,Unf,1,210,TA,TA,Y,0,172,60,0,0,0,0,9,2006-01-01,WD,Family,107000,11.580584113444043
219,50,RL,74.0,15660,IR1,Lvl,Corner,Gtl,Crawfor,Norm,1Fam,1.5Fin,7,9,1939-01-01,2006-01-01,Gable,VinylSd,VinylSd,BrkFace,312.0,Gd,Gd,CBlock,TA,TA,No,BLQ,341,Unf,0,457,798,Ex,Y,SBrkr,1137,817,0,1954,0,1,1,1,3,1,Gd,8,Typ,2,TA,Attchd,1939-01-01,Unf,2,431,TA,TA,Y,0,119,150,0,0,0,0,5,2008-01-01,WD,Normal,311500,12.649154617209645
220,120,RL,43.0,3010,Reg,Lvl,Inside,Gtl,Blmngtn,Norm,TwnhsE,1Story,7,5,2005-01-01,2006-01-01,Gable,VinylSd,VinylSd,BrkFace,16.0,Gd,TA,PConc,Gd,TA,Av,GLQ,16,Unf,0,1232,1248,Ex,Y,SBrkr,1248,0,0,1248,0,0,2,0,2,1,Gd,5,Typ,0,Gd,Attchd,2005-01-01,Fin,2,438,TA,TA,Y,108,0,0,0,0,0,0,3,2006-01-01,New,Partial,167240,12.0271851854705
221,20,RL,73.0,8990,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,7,5,2006-01-01,2006-01-01,Gable,VinylSd,VinylSd,BrkFace,0.0,Gd,TA,PConc,Gd,TA,Mn,Unf,0,Unf,0,1498,1498,Ex,Y,SBrkr,1498,0,0,1498,0,0,2,0,2,1,Gd,5,Typ,0,Gd,Attchd,2006-01-01,RFn,2,675,TA,TA,Y,351,33,0,0,0,0,0,4,2006-01-01,New,Partial,204900,12.230277334226992
222,60,RL,65.0,8068,IR1,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,2Story,6,5,2002-01-01,2002-01-01,Gable,VinylSd,VinylSd,BrkFace,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1010,1010,Ex,Y,SBrkr,1010,1257,0,2267,0,0,2,1,4,1,Gd,8,Typ,1,TA,BuiltIn,2002-01-01,RFn,2,390,TA,TA,Y,120,46,0,0,0,0,0,12,2009-01-01,ConLI,Normal,200000,12.206072645530174
223,60,RL,85.0,11475,Reg,Lvl,Inside,Gtl,NWAmes,RRAn,1Fam,2Story,6,6,1975-01-01,1975-01-01,Gable,VinylSd,VinylSd,BrkFace,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,550,Unf,0,163,713,TA,Y,SBrkr,811,741,0,1552,1,0,2,1,3,1,TA,6,Typ,1,TA,Attchd,1975-01-01,RFn,2,434,TA,TA,Y,209,208,0,0,0,0,0,2,2006-01-01,WD,Normal,179900,12.100156419938624
224,20,RL,70.0,10500,Reg,Lvl,FR2,Gtl,NAmes,Norm,1Fam,1Story,4,6,1971-01-01,1971-01-01,Gable,HdBoard,HdBoard,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,ALQ,524,LwQ,180,160,864,Gd,Y,SBrkr,864,0,0,864,0,0,1,0,2,1,TA,4,Typ,0,Gd,Detchd,1989-01-01,Unf,2,576,TA,TA,Y,216,0,0,0,0,0,0,3,2009-01-01,WD,Abnorml,97000,11.48246625748552
225,20,RL,103.0,13472,Reg,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,1Story,10,5,2003-01-01,2003-01-01,Hip,VinylSd,VinylSd,BrkFace,922.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,56,Unf,0,2336,2392,Ex,Y,SBrkr,2392,0,0,2392,0,0,2,0,3,1,Ex,8,Typ,1,Ex,Attchd,2003-01-01,Fin,3,968,TA,TA,Y,248,105,0,0,0,0,0,6,2009-01-01,WD,Normal,386250,12.864240107194092
226,160,RM,21.0,1680,Reg,Lvl,Inside,Gtl,BrDale,Norm,Twnhs,2Story,5,5,1971-01-01,1971-01-01,Gable,HdBoard,HdBoard,BrkFace,142.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,630,630,TA,Y,SBrkr,630,672,0,1302,0,0,2,1,3,1,TA,6,Typ,0,Gd,Detchd,1991-01-01,Unf,1,280,TA,TA,Y,0,0,0,0,0,0,0,5,2009-01-01,COD,Abnorml,112000,11.626254150277232
227,60,RL,82.0,9950,IR1,Lvl,Inside,Gtl,NoRidge,Norm,1Fam,2Story,7,5,1995-01-01,1995-01-01,Gable,VinylSd,VinylSd,BrkFace,290.0,Gd,TA,PConc,Gd,TA,No,GLQ,565,Unf,0,638,1203,Ex,Y,SBrkr,1214,1306,0,2520,0,0,2,1,4,1,Gd,9,Typ,1,TA,Attchd,1995-01-01,RFn,3,721,TA,TA,Y,224,114,0,0,0,0,0,6,2007-01-01,WD,Abnorml,290000,12.577636201962656
228,160,RM,21.0,1869,Reg,Lvl,Inside,Gtl,BrDale,Norm,Twnhs,2Story,6,6,1970-01-01,1970-01-01,Gable,HdBoard,HdBoard,BrkFace,127.0,TA,TA,CBlock,TA,TA,No,Rec,321,Unf,0,162,483,TA,Y,SBrkr,483,504,0,987,0,0,1,1,2,1,TA,5,Typ,0,Gd,Detchd,1987-01-01,Unf,1,280,TA,TA,Y,0,0,0,0,0,0,0,9,2008-01-01,WD,Normal,106000,11.571194373094205
229,20,RL,70.0,8521,Reg,Lvl,FR2,Gtl,Sawyer,Feedr,1Fam,1Story,5,5,1967-01-01,1967-01-01,Gable,HdBoard,HdBoard,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,ALQ,842,Unf,0,70,912,TA,Y,SBrkr,912,0,0,912,0,0,1,0,3,1,TA,5,Typ,1,Fa,Detchd,1974-01-01,Unf,1,336,TA,TA,Y,0,0,0,0,0,0,0,5,2010-01-01,WD,Normal,125000,11.736069016284437
230,120,RL,43.0,3182,Reg,Lvl,Inside,Gtl,Blmngtn,Norm,TwnhsE,1Story,7,5,2005-01-01,2006-01-01,Gable,VinylSd,VinylSd,BrkFace,16.0,Gd,TA,PConc,Gd,TA,Av,GLQ,16,Unf,0,1357,1373,Ex,Y,SBrkr,1555,0,0,1555,0,0,2,0,2,1,Gd,7,Typ,1,TA,Attchd,2005-01-01,Fin,2,430,TA,TA,Y,143,20,0,0,0,0,0,5,2009-01-01,WD,Normal,192500,12.167851432709975
231,20,RL,73.0,8760,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,6,6,1959-01-01,1959-01-01,Hip,MetalSd,MetalSd,BrkFace,220.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1194,1194,TA,Y,SBrkr,1194,0,0,1194,1,0,1,0,3,1,TA,6,Typ,0,Gd,Attchd,1959-01-01,RFn,1,312,TA,TA,Y,0,0,120,0,0,0,0,4,2010-01-01,WD,Normal,148000,11.904967552746252
232,60,RL,174.0,15138,IR1,Lvl,Inside,Gtl,NoRidge,Norm,1Fam,2Story,8,5,1995-01-01,1996-01-01,Gable,VinylSd,VinylSd,BrkFace,506.0,Gd,TA,PConc,Gd,TA,No,GLQ,689,Unf,0,773,1462,Ex,Y,SBrkr,1490,1304,0,2794,1,0,2,1,4,1,Ex,9,Typ,1,TA,Attchd,1995-01-01,Fin,3,810,TA,TA,Y,0,146,202,0,0,0,0,7,2009-01-01,WD,Normal,403000,12.90669184092882
233,160,RM,21.0,1680,Reg,Lvl,Inside,Gtl,BrDale,Norm,Twnhs,2Story,6,5,1972-01-01,1972-01-01,Gable,HdBoard,HdBoard,BrkFace,297.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,483,483,TA,Y,SBrkr,483,504,0,987,0,0,1,1,2,1,TA,5,Typ,1,Po,Attchd,1972-01-01,Unf,1,288,TA,TA,Y,0,0,0,0,0,0,0,6,2006-01-01,WD,Normal,94500,11.456355113481834
234,20,RL,75.0,10650,Reg,Lvl,Corner,Gtl,CollgCr,Norm,1Fam,1Story,5,6,1976-01-01,1976-01-01,Gable,HdBoard,HdBoard,BrkFace,0.0,TA,TA,CBlock,TA,Gd,Av,LwQ,182,ALQ,712,0,894,TA,Y,SBrkr,894,0,0,894,1,0,1,0,3,1,TA,5,Typ,0,Gd,Attchd,1976-01-01,Unf,1,308,TA,TA,Y,365,0,0,0,0,0,0,2,2010-01-01,WD,Normal,128200,11.761346823468706
235,60,RL,65.0,7851,Reg,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,2Story,6,5,2002-01-01,2002-01-01,Gable,VinylSd,VinylSd,BrkFace,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,625,Unf,0,235,860,Ex,Y,SBrkr,860,1100,0,1960,1,0,2,1,4,1,Gd,8,Typ,2,TA,BuiltIn,2002-01-01,Fin,2,440,TA,TA,Y,288,48,0,0,0,0,0,5,2010-01-01,WD,Normal,216500,12.285345826424681
236,160,RM,21.0,1680,Reg,Lvl,Inside,Gtl,BrDale,Norm,TwnhsE,2Story,6,3,1971-01-01,1971-01-01,Gable,HdBoard,HdBoard,BrkFace,604.0,TA,TA,CBlock,TA,TA,No,ALQ,358,Unf,0,125,483,TA,Y,SBrkr,483,504,0,987,0,0,1,1,2,1,TA,5,Typ,0,Gd,Detchd,1971-01-01,Unf,1,264,TA,TA,Y,0,0,0,0,0,0,0,8,2008-01-01,WD,Normal,89500,11.401993904262946
237,20,RL,65.0,8773,Reg,Lvl,FR2,Gtl,CollgCr,Norm,1Fam,1Story,7,5,2004-01-01,2004-01-01,Gable,VinylSd,VinylSd,BrkFace,98.0,Gd,TA,PConc,Gd,TA,Av,GLQ,24,Unf,0,1390,1414,Ex,Y,SBrkr,1414,0,0,1414,0,0,2,0,3,1,Gd,6,Typ,0,Gd,Attchd,2004-01-01,RFn,2,494,TA,TA,Y,132,105,0,0,0,0,0,5,2010-01-01,WD,Normal,185500,12.130810161029627
238,60,RL,66.5,9453,IR1,Lvl,CulDSac,Gtl,SawyerW,RRNe,1Fam,2Story,7,7,1993-01-01,2003-01-01,Gable,HdBoard,HdBoard,BrkFace,0.0,Gd,TA,PConc,Gd,TA,No,BLQ,402,Unf,0,594,996,Ex,Y,SBrkr,1014,730,0,1744,0,0,2,1,3,1,Gd,7,Typ,0,Gd,Attchd,1993-01-01,RFn,2,457,TA,TA,Y,370,70,0,238,0,0,0,2,2010-01-01,WD,Normal,194500,12.178187442040638
239,20,RL,93.0,12030,Reg,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,1Story,8,5,2007-01-01,2007-01-01,Hip,VinylSd,VinylSd,BrkFace,254.0,Ex,TA,PConc,Ex,TA,No,Unf,0,Unf,0,1694,1694,Ex,Y,SBrkr,1694,0,0,1694,0,0,2,0,3,1,Gd,7,Typ,0,Gd,Attchd,2007-01-01,Fin,3,818,TA,TA,Y,168,228,0,0,0,0,0,12,2007-01-01,New,Partial,318000,12.669806661762314
240,50,RL,52.0,8741,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1.5Fin,6,4,1945-01-01,1950-01-01,Gable,VinylSd,VinylSd,BrkFace,0.0,TA,TA,CBlock,TA,Fa,No,LwQ,94,Unf,0,641,735,TA,Y,FuseA,798,689,0,1487,0,0,1,1,3,1,TA,7,Typ,1,Gd,Detchd,1949-01-01,Unf,1,220,TA,TA,Y,0,140,0,0,0,0,0,4,2010-01-01,WD,Normal,113000,11.635143097694478
241,20,FV,75.0,9000,Reg,Lvl,Inside,Gtl,Somerst,Norm,1Fam,1Story,8,5,2008-01-01,2008-01-01,Gable,VinylSd,VinylSd,Stone,36.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1078,Unf,0,488,1566,Ex,Y,SBrkr,1566,0,0,1566,1,0,2,0,3,1,Gd,7,Typ,0,Gd,Attchd,2008-01-01,RFn,2,750,TA,TA,Y,144,168,0,0,0,0,0,4,2010-01-01,WD,Normal,262500,12.478006361013815
242,30,RM,40.0,3880,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,1Story,5,9,1945-01-01,1997-01-01,Gable,VinylSd,VinylSd,BrkFace,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,329,Unf,0,357,686,Gd,Y,SBrkr,866,0,0,866,0,0,1,0,2,1,Gd,4,Typ,0,Gd,None,1801-01-01,None,0,0,None,None,Y,58,42,0,0,0,0,0,8,2007-01-01,WD,Normal,110500,11.612770799939945
243,50,RM,63.0,5000,Reg,Lvl,Corner,Gtl,OldTown,Norm,1Fam,1.5Fin,5,4,1900-01-01,1950-01-01,Gable,Wd Sdng,Wd Sdng,BrkFace,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,540,540,Gd,N,FuseA,889,551,0,1440,0,0,1,0,3,1,TA,6,Typ,0,Gd,Attchd,1940-01-01,Unf,1,352,Fa,TA,Y,0,0,77,0,0,0,0,4,2006-01-01,WD,Normal,79000,11.27720313144916
244,160,RL,75.0,10762,Reg,Lvl,Corner,Gtl,SawyerW,Norm,TwnhsE,2Story,6,6,1980-01-01,1980-01-01,Gable,Plywood,Plywood,BrkFace,0.0,TA,TA,CBlock,Gd,TA,No,Unf,0,Unf,0,626,626,TA,Y,SBrkr,626,591,0,1217,0,0,1,1,3,1,TA,6,Typ,1,TA,Attchd,1980-01-01,RFn,1,288,TA,TA,Y,0,28,0,0,0,0,0,4,2009-01-01,WD,Normal,120000,11.695247021764184
245,60,RL,66.5,8880,IR1,Lvl,Inside,Gtl,SawyerW,Norm,1Fam,2Story,7,5,1994-01-01,2002-01-01,Gable,VinylSd,VinylSd,BrkFace,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,695,Unf,0,253,948,Ex,Y,SBrkr,1222,888,0,2110,1,0,2,1,3,1,Gd,8,Typ,2,Fa,Attchd,1994-01-01,RFn,2,463,TA,TA,Y,0,130,0,0,0,0,0,5,2010-01-01,WD,Normal,205000,12.230765258120545
246,20,RL,80.0,10400,Reg,Lvl,Inside,Gtl,NWAmes,Norm,1Fam,1Story,7,5,1988-01-01,1988-01-01,Gable,Wd Sdng,Wd Sdng,BrkFace,102.0,TA,TA,CBlock,Gd,TA,Av,GLQ,929,Unf,0,916,1845,Gd,Y,SBrkr,1872,0,0,1872,0,1,2,0,3,1,TA,6,Typ,1,TA,Attchd,1988-01-01,Fin,2,604,TA,TA,Y,197,39,0,0,0,0,0,6,2006-01-01,WD,Normal,241500,12.394624752074764
247,190,RM,69.0,9142,Reg,Lvl,Inside,Gtl,OldTown,Norm,2fmCon,2Story,6,8,1910-01-01,1950-01-01,Gable,AsbShng,AsbShng,BrkFace,0.0,TA,Fa,Stone,Fa,TA,No,Unf,0,Unf,0,1020,1020,Gd,N,FuseP,908,1020,0,1928,0,0,2,0,4,2,Fa,9,Typ,0,Gd,Detchd,1910-01-01,Unf,1,440,Po,Po,Y,0,60,112,0,0,0,0,4,2006-01-01,WD,Normal,137000,11.827736204810263
248,20,RL,75.0,11310,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,6,5,1954-01-01,1954-01-01,Hip,Wd Sdng,BrkFace,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1367,1367,Ex,Y,SBrkr,1375,0,0,1375,0,0,1,0,2,1,TA,5,Typ,1,TA,Attchd,1954-01-01,Unf,2,451,TA,TA,Y,0,30,0,0,0,0,0,6,2006-01-01,WD,Normal,140000,11.84939770159144
249,60,RL,72.0,11317,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,2Story,7,5,2003-01-01,2003-01-01,Gable,VinylSd,VinylSd,BrkFace,101.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,840,840,Ex,Y,SBrkr,840,828,0,1668,0,0,2,1,3,1,Gd,8,Typ,0,Gd,Attchd,2003-01-01,RFn,2,500,TA,TA,Y,144,68,0,0,0,0,0,9,2007-01-01,WD,Normal,180000,12.100712129872347
251,30,RL,55.0,5350,IR1,Lvl,Inside,Gtl,BrkSide,Norm,1Fam,1Story,3,2,1940-01-01,1966-01-01,Gable,Wd Sdng,Plywood,BrkFace,0.0,TA,Po,CBlock,TA,TA,No,Unf,0,Unf,0,728,728,Ex,Y,SBrkr,1306,0,0,1306,0,0,1,0,3,1,Fa,6,Mod,0,Gd,None,1801-01-01,None,0,0,None,None,Y,263,0,0,0,0,0,450,5,2010-01-01,WD,Normal,76500,11.245046019814627
252,120,RM,44.0,4750,IR1,HLS,Inside,Mod,Crawfor,Norm,TwnhsE,1Story,8,5,2006-01-01,2007-01-01,Hip,VinylSd,VinylSd,Stone,481.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1573,Unf,0,0,1573,Ex,Y,SBrkr,1625,0,0,1625,1,1,2,0,2,1,Gd,5,Typ,1,Gd,Attchd,2006-01-01,Fin,2,538,TA,TA,Y,123,0,0,0,153,0,0,12,2007-01-01,WD,Family,235000,12.367340793126296
253,60,RL,65.0,8366,IR1,Lvl,Inside,Gtl,SawyerW,Norm,1Fam,2Story,6,5,2004-01-01,2004-01-01,Gable,VinylSd,VinylSd,BrkFace,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,798,798,Ex,Y,SBrkr,798,842,0,1640,0,0,2,1,3,1,Gd,6,Typ,0,Gd,Attchd,2004-01-01,RFn,2,520,TA,TA,Y,138,45,0,0,0,0,0,12,2008-01-01,WD,Normal,173000,12.061046873479915
254,80,RL,85.0,9350,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,SLvl,6,7,1964-01-01,1991-01-01,Hip,HdBoard,HdBoard,BrkFace,108.0,TA,TA,CBlock,Gd,TA,Gd,LwQ,270,ALQ,580,452,1302,Ex,Y,SBrkr,1302,0,0,1302,0,1,2,0,3,1,Gd,7,Min1,0,Gd,Attchd,1964-01-01,RFn,1,309,TA,TA,Y,333,0,0,0,0,0,0,10,2007-01-01,CWD,Normal,158000,11.970350312009105
255,20,RL,70.0,8400,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,6,1957-01-01,1957-01-01,Gable,MetalSd,MetalSd,BrkFace,0.0,TA,Gd,CBlock,TA,TA,No,Rec,922,Unf,0,392,1314,TA,Y,SBrkr,1314,0,0,1314,1,0,1,0,3,1,TA,5,Typ,0,Gd,Attchd,1957-01-01,RFn,1,294,TA,TA,Y,250,0,0,0,0,0,0,6,2010-01-01,WD,Normal,145000,11.884489021402711
256,60,RL,66.0,8738,IR1,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,2Story,7,5,1999-01-01,1999-01-01,Gable,VinylSd,VinylSd,BrkFace,302.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,975,975,Ex,Y,SBrkr,1005,1286,0,2291,0,0,2,1,4,1,Gd,8,Typ,1,TA,BuiltIn,1999-01-01,Fin,2,429,TA,TA,Y,192,0,0,0,0,0,0,2,2006-01-01,WD,Normal,230000,12.345834587905333
257,60,FV,64.0,8791,IR1,Lvl,Inside,Gtl,Somerst,Norm,1Fam,2Story,6,5,2003-01-01,2003-01-01,Gable,VinylSd,VinylSd,BrkFace,0.0,Gd,TA,PConc,Gd,TA,No,Rec,503,Unf,0,361,864,Ex,Y,SBrkr,864,864,0,1728,0,0,2,1,3,1,Gd,7,Typ,0,Gd,Attchd,2003-01-01,RFn,2,673,TA,TA,Y,216,56,0,0,0,0,0,5,2008-01-01,WD,Normal,207500,12.24288661865289
258,20,RL,68.0,8814,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,7,5,2006-01-01,2006-01-01,Gable,VinylSd,VinylSd,Stone,180.0,Gd,TA,PConc,Gd,TA,No,GLQ,1334,Unf,0,270,1604,Ex,Y,SBrkr,1604,0,0,1604,1,0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,2006-01-01,RFn,2,660,TA,TA,Y,123,110,0,0,0,0,0,3,2009-01-01,WD,Abnorml,220000,12.301382825334498
259,60,RL,80.0,12435,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,2Story,7,5,2001-01-01,2001-01-01,Gable,VinylSd,VinylSd,BrkFace,172.0,Gd,TA,PConc,Gd,TA,No,GLQ,361,Unf,0,602,963,Ex,Y,SBrkr,963,829,0,1792,0,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,2001-01-01,RFn,2,564,TA,TA,Y,0,96,0,245,0,0,0,5,2008-01-01,WD,Normal,231500,12.352335152508426
260,20,RM,70.0,12702,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,1Story,5,5,1956-01-01,1956-01-01,Gable,BrkFace,BrkFace,BrkFace,0.0,TA,TA,PConc,None,None,None,None,0,None,0,0,0,Gd,Y,FuseA,882,0,0,882,0,0,1,0,2,1,TA,4,Typ,0,Gd,Detchd,1956-01-01,Unf,1,308,TA,TA,Y,0,45,0,0,0,0,0,12,2008-01-01,WD,Normal,97000,11.48246625748552
261,80,RL,120.0,19296,Reg,Lvl,Corner,Gtl,NAmes,Artery,1Fam,SLvl,6,5,1962-01-01,1962-01-01,Gable,Wd Sdng,Wd Sdng,BrkFace,399.0,TA,TA,CBlock,TA,TA,Gd,Rec,672,ALQ,690,0,1362,TA,Y,SBrkr,1382,0,0,1382,1,0,1,0,3,1,TA,6,Typ,1,TA,Attchd,1991-01-01,Unf,2,884,TA,TA,Y,0,0,252,0,0,0,0,5,2009-01-01,WD,Normal,176000,12.078239274020289
262,60,RL,69.0,9588,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,2Story,8,5,2007-01-01,2007-01-01,Gable,CemntBd,CmentBd,Stone,270.0,Gd,TA,PConc,Ex,TA,No,Unf,0,Unf,0,1482,1482,Ex,Y,SBrkr,1482,1092,0,2574,0,0,2,1,3,1,Ex,10,Typ,1,Gd,BuiltIn,2007-01-01,Fin,3,868,TA,TA,Y,0,148,0,0,0,0,0,11,2007-01-01,New,Partial,276000,12.528156144699286
263,80,RL,88.0,8471,IR1,Lvl,Corner,Gtl,Sawyer,Norm,1Fam,SLvl,6,7,1977-01-01,1995-01-01,Gable,HdBoard,Plywood,BrkFace,46.0,TA,TA,CBlock,Gd,Gd,Av,ALQ,506,Unf,0,0,506,TA,Y,SBrkr,1212,0,0,1212,1,0,1,0,3,1,TA,6,Typ,1,TA,Attchd,1978-01-01,Unf,2,492,TA,TA,Y,292,12,0,0,0,0,0,7,2006-01-01,WD,Normal,151000,11.925035115797062
264,50,RM,50.0,5500,Reg,Lvl,Corner,Gtl,OldTown,Norm,1Fam,1.5Fin,5,7,1929-01-01,2001-01-01,Gable,Wd Sdng,Wd Sdng,BrkFace,0.0,TA,TA,BrkTil,TA,TA,No,LwQ,234,ALQ,692,0,926,TA,Y,SBrkr,926,0,390,1316,1,0,1,0,3,1,TA,6,Typ,0,Gd,Detchd,1974-01-01,Unf,2,484,TA,TA,Y,0,0,0,0,0,0,0,4,2010-01-01,WD,Normal,130000,11.77528972943772
265,30,RM,30.0,5232,IR3,Bnk,Inside,Gtl,OldTown,Artery,1Fam,1Story,5,5,1925-01-01,2004-01-01,Gable,Wd Sdng,Wd Sdng,BrkFace,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,0,Unf,0,680,680,Gd,N,FuseP,764,0,0,764,0,0,1,0,2,1,TA,4,Typ,0,Gd,Detchd,1965-01-01,Unf,2,504,TA,TA,N,0,0,0,0,0,0,0,6,2008-01-01,WD,Normal,73000,11.198214720130528
