Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,SalePrice_log,MSSubClass_target_enc,MSZoning_target_enc,Neighborhood_target_enc,Condition1_target_enc,Condition2_target_enc,BldgType_target_enc,HouseStyle_target_enc,RoofStyle_target_enc,Exterior1st_target_enc,Exterior2nd_target_enc,Foundation_target_enc,SaleType_target_enc,SaleCondition_target_enc,Street_target_enc,LotConfig_target_enc,LandSlope_target_enc,Functional_target_enc,MasVnrType_target_enc,GarageType_target_enc,CentralAir_N,CentralAir_Y,PavedDrive_N,PavedDrive_P,PavedDrive_Y,LotShape_IR1,LotShape_IR2,LotShape_IR3,LotShape_Reg,LotConfig_Corner,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,Utilities_AllPub,Utilities_NoSeWa,LandContour_Bnk,LandContour_HLS,LandContour_Low,LandContour_Lvl,BsmtExposure_Av,BsmtExposure_Gd,BsmtExposure_Mn,BsmtExposure_No,BsmtExposure_None,Electrical_FuseA,Electrical_FuseF,Electrical_FuseP,Electrical_Mix,Electrical_SBrkr,Heating_Floor,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall
265,30,RM,30.0,5232,Pave,Gtl,OldTown,Artery,Norm,1Fam,1Story,5,5,1925-01-01,2004-01-01,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.0,3,3,BrkTil,2,3,,0,,0,680,680,4,764,0,0,764,0,0,1,0,2,1,3,4,Typ,0,4,Detchd,1965-01-01,Unf,2,504,3,3,0,0,0,0,0,0,0,6,2008-01-01,WD,Normal,73000,11.198214720130528,104328.52749672809,126569.88061237283,125640.89488685303,137121.52810315602,179405.30470883314,183417.4467719586,175003.29920658065,171099.37434907316,143430.47212385485,144846.6989391839,128261.75945287975,170721.19331306903,172746.2781777243,179330.3939611063,176932.6384631912,178618.96630297299,181868.28137588763,170856.7826262809,134839.8474490496,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
266,20,RL,78.0,12090,Pave,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,1981-01-01,1981-01-01,Gable,CompShg,MetalSd,MetalSd,BrkFace,210.0,3,4,CBlock,4,3,,588,,228,606,1422,3,1422,0,0,1422,0,0,2,0,3,1,4,7,Typ,1,3,Attchd,1981-01-01,Fin,2,576,3,3,276,0,0,0,0,0,0,6,2008-01-01,WD,Normal,175500,12.075394321888057,181191.80511917887,185758.4611984648,185222.41104204138,179333.25920551605,176587.7967580308,179610.0422730102,173714.85834474783,167806.2815054121,151534.94913879986,151822.40732140312,149050.0543191652,169431.7229251908,171222.55659600082,176152.44902358553,172933.09738792837,175363.73826391206,178533.24392839923,169322.47974861524,198054.58963262377,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
267,60,RL,70.0,11207,Pave,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1997-01-01,1997-01-01,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,3,3,PConc,4,3,,714,,0,88,802,4,802,709,0,1511,1,0,2,1,3,1,3,8,Typ,1,3,Attchd,1997-01-01,Fin,2,413,3,3,95,75,0,0,0,0,0,6,2006-01-01,WD,Normal,185000,12.128111104060462,234883.5588687686,188357.71550418506,189995.3934259539,182263.7779857168,179405.30470883314,183417.4467719586,208676.52511710813,171099.37434907316,212305.49422492197,212930.83103073566,222006.88135099763,170721.19331306903,172746.2781777243,179330.3939611063,175735.89627480865,178618.96630297299,181868.28137588763,170856.7826262809,199343.5230126496,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
268,75,RL,60.0,8400,Pave,Mod,SWISU,Norm,Norm,1Fam,2.5Fin,5,8,1939-01-01,1997-01-01,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.0,3,3,PConc,3,3,,378,,0,342,720,5,1052,720,420,2192,0,0,2,1,4,1,4,8,Typ,1,4,Detchd,1939-01-01,Unf,1,240,3,3,262,24,0,0,0,0,0,7,2008-01-01,WD,Normal,179500,12.097930486910471,158106.03373854829,188117.14266198743,149477.4147746423,182390.85289187043,178583.60913411377,182294.9984742077,169869.65398167726,170831.95883496347,141234.632025789,143512.06765827496,220233.78524049473,170439.80277871882,172961.08799554026,178304.61558859114,175711.7479320638,190404.1449964764,180395.79248117236,169635.87309320696,131681.9093723326,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
269,30,RM,71.0,6900,Pave,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,5,6,1940-01-01,1955-01-01,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,3,3,CBlock,3,3,,403,,125,212,740,5,778,0,0,778,0,0,1,0,2,1,3,4,Typ,1,4,Detchd,1966-01-01,Fin,1,924,5,5,0,25,0,0,0,0,0,2,2008-01-01,WD,Normal,120500,11.699405031912846,103471.12779350462,120428.3326246747,116138.45705343448,180900.2161334178,177743.40189196885,182050.89910022676,173908.22081527795,170119.89785772323,209471.6590215569,210333.5613495419,149705.90633027573,169942.19953516845,172221.65343929594,177321.89317486083,174873.9718026644,176558.21861350903,179913.82264883327,169331.49421902694,132928.52869783103,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
270,20,RL,65.5,7917,Pave,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,7,1976-01-01,1976-01-01,Hip,CompShg,HdBoard,HdBoard,BrkFace,174.0,3,4,CBlock,3,4,,751,,0,392,1143,3,1113,0,0,1113,1,0,1,1,3,1,3,6,Typ,1,2,Attchd,1987-01-01,RFn,1,504,3,4,370,30,0,0,0,0,0,5,2007-01-01,WD,Normal,148000,11.904967552746252,183483.42335687473,187587.31645068835,129341.5694231813,180900.2161334178,177743.40189196885,182050.89910022676,173908.22081527795,209605.01257335037,160793.98033986802,164293.53987693152,149705.90633027573,169942.19953516845,172221.65343929594,177321.89317486083,171701.92048220665,176558.21861350903,179913.82264883327,169331.49421902694,199231.7335432684,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
271,60,FV,84.0,10728,Pave,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2006-01-01,2006-01-01,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,4,3,PConc,4,3,,0,,0,1095,1095,4,1095,844,0,1939,0,0,2,1,3,1,4,8,Typ,1,4,Attchd,2006-01-01,RFn,3,1053,3,3,192,51,0,0,0,0,0,8,2006-01-01,New,Partial,266000,12.491251587763836,234883.5588687686,202837.68254212313,218271.56903858593,182263.7779857168,179405.30470883314,183417.4467719586,208676.52511710813,171099.37434907316,212305.49422492197,212930.83103073566,222006.88135099763,273418.04407589097,270667.22418873117,179330.3939611063,176932.6384631912,178618.96630297299,181868.28137588763,170856.7826262809,199343.5230126496,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
272,20,RL,73.0,39104,Pave,Sev,ClearCr,Norm,Norm,1Fam,1Story,7,7,1954-01-01,2005-01-01,Flat,Membran,Plywood,Plywood,BrkFace,0.0,3,3,CBlock,4,3,,226,,1063,96,1385,5,1363,0,0,1363,1,0,1,0,2,1,3,5,Mod,2,3,Attchd,1954-01-01,Unf,2,439,3,3,81,0,0,0,0,0,0,4,2008-01-01,WD,Normal,241500,12.394624752074764,181191.80511917887,185758.4611984648,205501.1415926709,179333.25920551605,176587.7967580308,179610.0422730102,173714.85834474783,183479.15873854829,172775.68659379546,167946.97897279292,149050.0543191652,169431.7229251908,171222.55659600082,176152.44902358553,213584.60188941585,163128.9646012902,139917.4435186337,169322.47974861524,198054.58963262377,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
273,60,RL,92.0,11764,Pave,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,7,1999-01-01,2007-01-01,Gable,CompShg,VinylSd,VinylSd,BrkFace,348.0,4,3,PConc,4,3,,524,,0,628,1152,5,1164,1106,0,2270,0,0,2,1,4,1,4,9,Typ,1,4,Attchd,1999-01-01,Fin,3,671,3,3,132,57,0,0,0,0,0,4,2010-01-01,WD,Normal,290000,12.577636201962656,231856.49381278295,187587.31645068835,281898.0769641446,180900.2161334178,177743.40189196885,182050.89910022676,203277.04698811582,170119.89785772323,209471.6590215569,210333.5613495419,219254.5623316537,169942.19953516845,172221.65343929594,177321.89317486083,214848.24719755698,176558.21861350903,179913.82264883327,169331.49421902694,199231.7335432684,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
274,20,RL,80.0,9600,Pave,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,6,1958-01-01,1988-01-01,Hip,CompShg,Wd Sdng,Wd Sdng,BrkCmn,183.0,3,3,CBlock,3,3,,620,,620,0,1240,4,1632,0,0,1632,1,0,2,0,3,1,3,6,Min1,1,4,Attchd,1958-01-01,RFn,1,338,3,3,289,0,0,0,0,0,0,4,2009-01-01,WD,Normal,139000,11.842229212112828,183483.42335687473,187587.31645068835,147869.98077675982,141657.7354517693,177743.40189196885,182050.89910022676,173908.22081527795,209605.01257335037,145193.05144467935,147338.55888775786,149705.90633027573,169942.19953516845,172221.65343929594,177321.89317486083,174873.9718026644,176558.21861350903,154798.15654540595,157933.1026544515,199231.7335432684,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
275,20,RL,76.0,8314,Pave,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,7,1982-01-01,1982-01-01,Gable,CompShg,HdBoard,ImStucc,BrkFace,0.0,3,3,CBlock,3,3,,546,,0,270,816,3,816,0,0,816,0,0,1,0,2,1,3,5,Typ,0,4,Attchd,1982-01-01,Unf,1,264,3,3,168,0,0,0,0,0,0,6,2007-01-01,WD,Normal,124500,11.732060994886899,183220.12629763645,188117.14266198743,157422.20332897076,182390.85289187043,178583.60913411377,182294.9984742077,174792.93454186135,170831.95883496347,158043.53229848543,183563.32180152478,147693.47573999345,170439.80277871882,172961.08799554026,178304.61558859114,178094.36975756896,177562.818510861,180395.79248117236,169635.87309320696,200966.59844319642,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
276,50,RL,55.0,7264,Pave,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,7,7,1925-01-01,2007-01-01,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.0,4,4,BrkTil,3,3,,0,,0,952,952,4,952,596,0,1548,0,0,2,1,3,1,5,5,Typ,0,4,Detchd,1978-01-01,Unf,2,672,3,3,74,0,0,0,144,0,0,10,2009-01-01,WD,Normal,205000,12.230765258120545,143275.60846681776,188357.71550418506,127901.58977370606,182263.7779857168,179405.30470883314,183417.4467719586,142034.97897279292,171099.37434907316,143430.47212385485,144846.6989391839,128261.75945287975,170721.19331306903,172746.2781777243,179330.3939611063,176932.6384631912,178618.96630297299,181868.28137588763,170856.7826262809,134839.8474490496,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
277,20,RL,129.0,9196,Pave,Gtl,Mitchel,Norm,Norm,1Fam,1Story,7,5,2003-01-01,2003-01-01,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,4,3,PConc,5,3,,0,,0,1560,1560,5,1560,0,0,1560,0,0,2,0,3,1,4,7,Typ,0,4,Attchd,2003-01-01,Fin,2,573,3,3,100,150,0,0,0,0,0,4,2010-01-01,WD,Normal,201000,12.211060187041213,182388.8759624519,188357.71550418506,156446.3595612342,182263.7779857168,179405.30470883314,183417.4467719586,175003.29920658065,171099.37434907316,212305.49422492197,212930.83103073566,222006.88135099763,170721.19331306903,172746.2781777243,179330.3939611063,176932.6384631912,178618.96630297299,181868.28137588763,170856.7826262809,199343.5230126496,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
278,20,RL,140.0,19138,Pave,Gtl,Gilbert,Norm,Norm,1Fam,1Story,4,5,1951-01-01,1951-01-01,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,3,3,CBlock,3,3,,120,,0,744,864,5,864,0,0,864,0,0,1,0,2,1,3,4,Typ,0,4,Detchd,1951-01-01,Unf,2,400,3,3,0,0,0,0,0,0,0,6,2010-01-01,WD,Normal,141000,11.856515169360305,183483.42335687473,187587.31645068835,192877.39029142313,180900.2161334178,177743.40189196885,182050.89910022676,173908.22081527795,170119.89785772323,209471.6590215569,210333.5613495419,149705.90633027573,169942.19953516845,172221.65343929594,177321.89317486083,171701.92048220665,176558.21861350903,179913.82264883327,169331.49421902694,132928.52869783103,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
279,20,RL,107.0,14450,Pave,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2006-01-01,2007-01-01,Gable,CompShg,CemntBd,CmentBd,BrkFace,315.0,5,3,PConc,5,3,,0,,0,2121,2121,5,2121,0,0,2121,0,0,2,1,3,1,5,8,Typ,1,5,Attchd,2007-01-01,Fin,3,732,3,3,124,98,0,0,142,0,0,5,2007-01-01,New,Partial,415298,12.936751613811438,182466.04765618738,187497.16578693656,309315.89905963704,181854.0157285595,178286.82894767178,182422.8985545343,173896.57234662716,168960.11396163498,222271.7271663542,223315.41422724564,221947.83308264182,272779.53403669974,272420.94799825497,177930.18077380542,174413.86578349545,177502.68903864766,180645.18653429346,169442.10236645662,199024.493440907,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
280,60,RL,83.0,10005,Pave,Gtl,ClearCr,Norm,Norm,1Fam,2Story,7,5,1977-01-01,1977-01-01,Hip,CompShg,Plywood,Plywood,BrkFace,299.0,3,3,CBlock,4,3,,392,,0,768,1160,5,1156,866,0,2022,0,0,2,1,4,1,3,8,Typ,1,3,Attchd,1977-01-01,Fin,2,505,3,3,288,117,0,0,0,0,0,3,2008-01-01,WD,Normal,192000,12.165250651009918,234883.5588687686,188357.71550418506,194481.6609007624,182263.7779857168,179405.30470883314,183417.4467719586,208676.52511710813,211941.57900818367,173409.5061342815,166362.94180015108,148643.92967309544,170721.19331306903,172746.2781777243,179330.3939611063,176932.6384631912,178618.96630297299,181868.28137588763,170856.7826262809,199343.5230126496,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
281,60,RL,82.0,11287,Pave,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,6,1989-01-01,1989-01-01,Gable,CompShg,Plywood,Plywood,BrkFace,340.0,4,3,CBlock,4,3,,421,,0,386,807,4,1175,807,0,1982,0,0,2,1,3,1,4,7,Typ,1,3,Attchd,1989-01-01,Fin,2,575,3,3,0,84,0,196,0,0,0,1,2007-01-01,WD,Normal,228500,12.339291489316397,234883.5588687686,188357.71550418506,182892.88856768922,182263.7779857168,179405.30470883314,183417.4467719586,208676.52511710813,171099.37434907316,173409.5061342815,166362.94180015108,148643.92967309544,170721.19331306903,172746.2781777243,179330.3939611063,176932.6384631912,178618.96630297299,181868.28137588763,170856.7826262809,199343.5230126496,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
282,20,FV,60.0,7200,Pave,Gtl,Somerst,Norm,Norm,1Fam,1Story,6,5,2006-01-01,2006-01-01,Gable,CompShg,VinylSd,VinylSd,Stone,68.0,4,3,PConc,4,3,,905,,0,357,1262,4,1262,0,0,1262,0,0,2,0,2,1,4,5,Typ,0,4,Attchd,2006-01-01,Fin,2,572,3,3,0,120,0,0,0,0,0,5,2006-01-01,New,Partial,185000,12.128111104060462,183220.12629763645,212525.5589969462,221652.76719755697,182390.85289187043,178583.60913411377,182294.9984742077,174792.93454186135,170831.95883496347,211366.1628024151,211467.11995113018,220233.78524049473,265232.1853981677,262294.6266001628,178304.61558859114,175711.7479320638,177562.818510861,180395.79248117236,266046.60514111206,200966.59844319642,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
283,120,RL,34.0,5063,Pave,Gtl,NridgHt,Norm,Norm,Twnhs,1Story,7,5,2007-01-01,2008-01-01,Gable,CompShg,VinylSd,VinylSd,Stone,166.0,4,3,PConc,4,3,,904,,0,410,1314,5,1314,0,0,1314,1,0,2,0,2,1,4,6,Typ,1,4,Attchd,2008-01-01,RFn,2,626,3,3,172,62,0,0,0,0,0,4,2009-01-01,ConLw,Normal,207500,12.24288661865289,200818.92999765094,188357.71550418506,308174.0814678937,182263.7779857168,179405.30470883314,145291.5705504659,175003.29920658065,171099.37434907316,212305.49422492197,212930.83103073566,222006.88135099763,163024.56747709657,172746.2781777243,179330.3939611063,176932.6384631912,178618.96630297299,181868.28137588763,262611.9022412782,199343.5230126496,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
284,20,RL,74.0,9612,Pave,Gtl,Somerst,Feedr,Norm,1Fam,1Story,8,5,2008-01-01,2009-01-01,Gable,CompShg,VinylSd,VinylSd,Stone,72.0,4,3,PConc,4,3,,0,,0,1468,1468,5,1468,0,0,1468,0,0,2,0,3,1,4,6,Typ,1,4,Attchd,2008-01-01,Fin,3,898,3,3,210,150,0,0,0,0,0,12,2009-01-01,New,Partial,244600,12.407379502235209,183483.42335687473,187587.31645068835,221796.84719755696,141657.7354517693,177743.40189196885,182050.89910022676,173908.22081527795,170119.89785772323,209471.6590215569,210333.5613495419,219254.5623316537,264628.6962867708,261621.11539816772,177321.89317486083,174873.9718026644,176558.21861350903,179913.82264883327,258238.6398059305,199231.7335432684,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
285,120,RL,50.0,8012,Pave,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1992-01-01,1992-01-01,Gable,CompShg,Plywood,ImStucc,BrkFace,0.0,4,3,PConc,4,3,,430,,0,1145,1575,4,1575,0,0,1575,1,0,2,0,2,1,4,5,Typ,0,4,Attchd,1992-01-01,RFn,2,529,3,3,0,0,52,0,0,0,0,7,2007-01-01,WD,Normal,179200,12.096257779522967,201987.54281432074,188117.14266198743,180648.8062929032,182390.85289187043,178583.60913411377,182545.26884017655,174792.93454186135,170831.95883496347,171906.63300984065,183563.32180152478,220233.78524049473,170439.80277871882,172961.08799554026,178304.61558859114,175711.7479320638,177562.818510861,180395.79248117236,169635.87309320696,200966.59844319642,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
286,160,FV,35.0,4251,Pave,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2006-01-01,2007-01-01,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,4,3,PConc,4,3,,0,,0,625,625,5,625,625,0,1250,0,0,2,1,2,1,4,5,Typ,0,4,Detchd,2006-01-01,RFn,2,528,3,3,0,54,0,0,0,0,0,6,2007-01-01,New,Partial,164700,12.011880916165731,142661.48254212315,211173.15526939585,223318.84301118867,181854.0157285595,178286.82894767178,182091.12666481588,206298.35982034856,168960.11396163498,146765.00308466723,147461.2604667647,221947.83308264182,272779.53403669974,272420.94799825497,177930.18077380542,174413.86578349545,177502.68903864766,180645.18653429346,169442.10236645662,133844.6523712076,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
287,50,RL,77.0,9786,Pave,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,6,7,1962-01-01,1981-01-01,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.0,3,3,CBlock,3,3,,600,,0,312,912,3,1085,649,0,1734,0,0,1,1,3,1,4,7,Typ,1,4,Attchd,1962-01-01,RFn,2,440,3,3,0,0,0,0,128,0,0,6,2006-01-01,WD,Normal,159000,11.976659481202368,143130.0908604894,187497.16578693656,144825.90905976115,181854.0157285595,178286.82894767178,182422.8985545343,141807.12431853416,168960.11396163498,144844.02171666728,146788.2263682597,147213.0388465542,168800.81863802517,170744.766171846,177930.18077380542,174413.86578349545,177502.68903864766,180645.18653429346,169442.10236645662,199024.493440907,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
288,20,RL,73.0,8125,Pave,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,4,1971-01-01,1971-01-01,Gable,CompShg,HdBoard,HdBoard,BrkFace,0.0,3,3,CBlock,3,3,,614,,0,244,858,3,858,0,0,858,0,0,1,0,3,1,3,5,Typ,0,4,None,1801-01-01,None,0,0,0,0,0,0,0,0,0,0,0,6,2006-01-01,WD,Normal,88000,11.385092093460344,181191.80511917887,185758.4611984648,147021.18032159554,179333.25920551605,176587.7967580308,179610.0422730102,173714.85834474783,167806.2815054121,159563.33263635586,163615.5612780045,149050.0543191652,169431.7229251908,171222.55659600082,176152.44902358553,173838.9885038167,175363.73826391206,178533.24392839923,169322.47974861524,108907.75843463707,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
289,20,RL,71.0,9819,Pave,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1967-01-01,1967-01-01,Gable,CompShg,MetalSd,MetalSd,BrkFace,31.0,3,4,CBlock,3,3,,450,,0,432,882,3,900,0,0,900,0,0,1,0,3,1,3,5,Typ,0,4,Detchd,1970-01-01,Unf,1,280,3,3,0,0,0,0,0,0,0,2,2010-01-01,WD,Normal,122000,11.711776323715394,183220.12629763645,188117.14266198743,138678.84741639957,182390.85289187043,178583.60913411377,182294.9984742077,174792.93454186135,170831.95883496347,151042.40629733022,151961.00308466726,147693.47573999345,170439.80277871882,172961.08799554026,178304.61558859114,175711.7479320638,177562.818510861,180395.79248117236,169635.87309320696,131681.9093723326,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
