Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,zscore,MSSubClass_target_enc,MSZoning_target_enc,Neighborhood_target_enc,Condition1_target_enc,Condition2_target_enc,BldgType_target_enc,HouseStyle_target_enc,RoofStyle_target_enc,Exterior1st_target_enc,Exterior2nd_target_enc,Foundation_target_enc,SaleType_target_enc,SaleCondition_target_enc,LotConfig_target_enc,LandSlope_target_enc,Functional_target_enc,MasVnrType_target_enc,GarageType_target_enc,CentralAir_N,CentralAir_Y,PavedDrive_N,PavedDrive_P,PavedDrive_Y,LotShape_IR1,LotShape_IR2,LotShape_IR3,LotShape_Reg,Utilities_AllPub,Utilities_NoSeWa,LandContour_Bnk,LandContour_HLS,LandContour_Low,LandContour_Lvl,BsmtExposure_Av,BsmtExposure_Gd,BsmtExposure_Mn,BsmtExposure_No,BsmtExposure_None,Electrical_FuseA,Electrical_FuseF,Electrical_FuseP,Electrical_Mix,Electrical_SBrkr,Heating_Floor,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall
89,50,C (all),105.0,8470,Pave,Corner,Gtl,IDOTRR,Feedr,Feedr,1Fam,1.5Fin,3,2,1915-01-01,1982-01-01,Hip,CompShg,Plywood,Plywood,BrkFace,0,2,2,CBlock,3,2,Unf,0,Unf,0,1013,1013,3,1013,0,513,1526,0,0,1,0,2,1,2,6,Typ,0,4,None,1801-01-01,None,0,0,0,0,0,0,156,0,0,0,0,10,2009-01-01,ConLD,Abnorml,85000,0.020057668905235443,143749.0897909837,111781.75680971977,110731.79431489103,143225.61169611875,154666.45953360767,185765.49400541733,143675.92594752816,214618.50693624382,179727.01792512444,171839.7043835051,151115.43088185362,160724.38294467307,142617.28089685805,182773.74126300955,180150.96165943588,183843.44039975764,173473.4350568672,108283.05366173248,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
90,20,RL,60.0,8070,Pave,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,4,5,1994-01-01,1995-01-01,Gable,CompShg,VinylSd,VinylSd,BrkFace,0,3,3,PConc,4,3,GLQ,588,Unf,0,402,990,5,990,0,0,990,1,0,1,0,3,1,3,5,Typ,0,4,None,1801-01-01,None,0,0,0,0,0,0,0,0,0,0,0,8,2007-01-01,WD,Normal,123600,-1.000310879393611,185216.1846759538,189772.0384814444,196244.12679135022,183624.4474363544,180789.40361355388,185083.46198713017,177178.97838908725,171598.9745324658,213467.6379936724,214320.46730569776,223999.68052545053,173042.95920722766,174398.3419038756,177020.1929190284,179688.108060337,183289.00329243232,172172.48635921977,111973.39993240692,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
91,20,RL,60.0,7200,Pave,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1950-01-01,1950-01-01,Gable,CompShg,BrkFace,Wd Sdng,BrkFace,0,3,3,Slab,0,0,None,0,None,0,0,0,3,1040,0,0,1040,0,0,1,0,2,1,3,4,Typ,0,4,Detchd,1950-01-01,Unf,2,420,3,3,0,29,0,0,0,0,0,7,2006-01-01,WD,Normal,109900,-0.9051272461567784,186530.65479001423,192140.4886905827,146550.84275580788,184934.2195220277,181733.4349959794,186579.96456780235,176621.86426553177,172057.78287685383,196721.58713481014,150729.53681142154,119985.87976680385,173987.6003887277,175498.35820721005,176793.1023585533,180374.6693098701,183946.41354884257,173977.4958446567,135047.24401049083,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
92,20,RL,85.0,8500,Pave,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,3,1961-01-01,1961-01-01,Hip,CompShg,HdBoard,HdBoard,BrkCmn,203,3,3,CBlock,3,3,Rec,600,Unf,0,635,1235,3,1235,0,0,1235,0,0,1,0,2,1,3,6,Typ,0,4,Attchd,1961-01-01,Unf,2,480,3,3,0,0,0,0,0,0,0,12,2006-01-01,WD,Abnorml,98600,-0.5339110765331309,184114.31012750248,190822.63039667328,145185.1761910058,184091.9431636991,180681.53851065293,185778.89631424958,174056.17108050353,219356.57153482703,162418.04911620615,168306.30372085047,149175.89220882507,173250.85997574835,148575.8451111406,176297.29673116092,179604.677141225,182392.14794844048,160888.25680971978,203719.14639097417,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
93,30,RL,80.0,13360,Pave,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,7,1921-01-01,2006-01-01,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0,3,4,BrkTil,4,3,ALQ,713,Unf,0,163,876,5,964,0,0,964,1,0,1,0,2,1,3,5,Typ,0,4,Detchd,1921-01-01,Unf,2,432,3,3,0,0,44,0,0,0,0,8,2009-01-01,WD,Normal,163500,-1.0498063686767642,101683.31685132426,192140.4886905827,210357.20415608672,184934.2195220277,181733.4349959794,186579.96456780235,176621.86426553177,172057.78287685383,153708.78009525512,150729.53681142154,132319.84223850467,173987.6003887277,175498.35820721005,176793.1023585533,180374.6693098701,183946.41354884257,173977.4958446567,135047.24401049083,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
94,190,C (all),60.0,7200,Pave,Corner,Gtl,OldTown,Norm,Norm,2fmCon,2.5Unf,6,6,1910-01-01,1998-01-01,Hip,CompShg,MetalSd,MetalSd,BrkFace,0,3,3,BrkTil,3,2,Rec,1046,Unf,0,168,1214,5,1260,1031,0,2291,0,1,2,0,4,2,3,9,Typ,1,4,Detchd,1900-01-01,Unf,2,506,3,3,0,0,0,0,99,0,0,11,2007-01-01,WD,Normal,133900,1.4763672574287758,133537.9561042524,113934.19964123667,130005.92961907775,183624.4474363544,180789.40361355388,132309.53319200233,172805.38294467307,216884.29135920724,151143.1765102574,151674.15373026632,134973.79491879055,173042.95920722766,174398.3419038756,180907.15160621432,179688.108060337,183289.00329243232,172172.48635921977,134033.37213713946,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
95,60,RL,69.0,9337,Pave,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,1997-01-01,1997-01-01,Gable,CompShg,VinylSd,VinylSd,BrkFace,0,3,4,PConc,4,3,GLQ,648,Unf,0,176,824,5,905,881,0,1786,1,0,2,1,3,1,4,7,Typ,0,4,Attchd,1997-01-01,RFn,2,684,3,3,0,162,0,0,0,0,0,5,2007-01-01,WD,Normal,204750,0.5150125617367655,242861.17128833788,192140.4886905827,196545.81931722641,184934.2195220277,181733.4349959794,186579.96456780235,210867.5381891463,172057.78287685383,213481.39406255822,214349.15087426855,226077.88022137442,173987.6003887277,175498.35820721005,176793.1023585533,180374.6693098701,183946.41354884257,173977.4958446567,203588.0265268703,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
96,60,RL,65.0,9765,Pave,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,8,1993-01-01,1993-01-01,Gable,CompShg,VinylSd,VinylSd,BrkFace,68,5,4,PConc,4,4,ALQ,310,Unf,0,370,680,4,680,790,0,1470,0,0,2,1,3,1,3,6,Typ,1,3,BuiltIn,1993-01-01,Fin,2,420,3,3,232,63,0,0,0,0,480,4,2009-01-01,WD,Normal,185000,-0.08654800032001718,241643.32197234887,190822.63039667328,193178.889482628,184091.9431636991,180681.53851065293,185778.89631424958,210198.1701528621,170902.793076039,213616.69244183038,213788.4738497268,225753.70601036132,173250.85997574835,175696.38306722682,182859.94490500522,179604.677141225,182392.14794844048,172511.2545927356,242509.68372075778,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
97,20,RL,78.0,10264,Pave,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999-01-01,1999-01-01,Gable,CompShg,VinylSd,VinylSd,BrkFace,183,4,3,PConc,4,3,ALQ,1162,Unf,0,426,1588,5,1588,0,0,1588,0,0,2,0,3,1,4,6,Typ,0,4,Attchd,1999-01-01,RFn,2,472,3,3,158,29,0,0,0,0,0,8,2006-01-01,WD,Normal,214000,0.138085374118908,186187.2381501979,191925.80193880785,198323.76790332882,185163.20235761424,181840.14435429464,185765.49400541733,176896.93649462832,173024.94176154427,212956.08887786308,213349.97984493064,223161.76239724827,173156.7749954454,175769.36378286793,178004.31580896085,180150.96165943588,183843.44039975764,173473.4350568672,202740.10370762297,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
98,20,RL,73.0,10921,Pave,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1965-01-01,1965-01-01,Hip,CompShg,HdBoard,HdBoard,BrkFace,48,3,3,CBlock,3,3,Rec,520,Unf,0,440,960,3,960,0,0,960,1,0,1,0,3,1,3,6,Typ,0,4,Attchd,1965-01-01,Fin,1,432,3,3,120,0,0,0,0,0,0,5,2007-01-01,WD,Normal,94750,-1.0574210593357107,186530.65479001423,192140.4886905827,127619.67429918046,184934.2195220277,181733.4349959794,186579.96456780235,176621.86426553177,220102.93273072524,166279.86193117432,169989.85315223166,150644.54201427253,173987.6003887277,175498.35820721005,176793.1023585533,180374.6693098701,183946.41354884257,173977.4958446567,203588.0265268703,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
99,30,RL,85.0,10625,Pave,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,1920-01-01,1950-01-01,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0,3,3,BrkTil,3,3,ALQ,108,Unf,0,350,458,2,835,0,0,835,0,0,1,0,2,1,3,5,Typ,0,4,Basment,1920-01-01,Unf,1,366,2,3,0,0,77,0,0,0,400,5,2010-01-01,COD,Abnorml,83000,-1.2953801424277924,103535.25992226794,190822.63039667328,129487.83451032192,184091.9431636991,180681.53851065293,185778.89631424958,174056.17108050353,170902.793076039,152973.5092752097,149845.79997121033,134831.34058856312,150325.36488340193,148575.8451111406,182859.94490500522,179604.677141225,182392.14794844048,172511.2545927356,169295.7997880035,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
100,20,RL,77.0,9320,Pave,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1959-01-01,1959-01-01,Gable,CompShg,Plywood,Plywood,BrkFace,0,3,3,CBlock,3,3,ALQ,569,Unf,0,381,950,2,1225,0,0,1225,1,0,1,1,3,1,3,6,Typ,0,4,None,1801-01-01,None,0,0,0,0,352,0,0,0,0,0,400,1,2010-01-01,WD,Normal,128950,-0.5529478031804974,183872.15971795493,190260.49364406467,146624.60930225946,184575.01446514972,180869.57415618957,185607.41429554246,175418.7227577337,170075.5277296531,173756.29356740505,166170.83274865636,150091.7375878606,173756.05450523144,174806.9266139117,176668.45525757904,180044.32093441885,183708.1387975448,173478.0655940962,107033.07664843941,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
101,20,RL,80.0,10603,Pave,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,7,1977-01-01,2001-01-01,Gable,CompShg,Plywood,Plywood,BrkFace,28,3,3,PConc,3,3,ALQ,1200,Unf,0,410,1610,4,1610,0,0,1610,1,0,2,0,3,1,4,6,Typ,2,3,Attchd,1977-01-01,RFn,2,480,3,3,168,68,0,0,0,0,0,2,2010-01-01,WD,Normal,205000,0.17996617274311438,186187.2381501979,191925.80193880785,190820.73324696437,185163.20235761424,181840.14435429464,185765.49400541733,176896.93649462832,173024.94176154427,179727.01792512444,171839.7043835051,223161.76239724827,173156.7749954454,175769.36378286793,178004.31580896085,180150.96165943588,183843.44039975764,173473.4350568672,202740.10370762297,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
102,60,RL,77.0,9206,Pave,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1985-01-01,1985-01-01,Gable,CompShg,HdBoard,HdBoard,BrkFace,336,4,3,CBlock,4,3,Unf,0,Unf,0,741,741,3,977,755,0,1732,0,0,2,1,3,1,4,7,Typ,1,3,Attchd,1985-01-01,Fin,2,476,3,3,192,46,0,0,0,0,0,6,2010-01-01,WD,Normal,178000,0.4122142378409862,240153.3508005577,190260.49364406467,178168.6216377408,184575.01446514972,180869.57415618957,185607.41429554246,210916.23696172572,170075.5277296531,166007.6768175583,169481.2988371368,150091.7375878606,173756.05450523144,174806.9266139117,176668.45525757904,180044.32093441885,183708.1387975448,173478.0655940962,201689.24412353052,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
103,90,RL,64.0,7018,Pave,Inside,Gtl,SawyerW,Norm,Norm,Duplex,1Story,5,5,1979-01-01,1979-01-01,Gable,CompShg,HdBoard,HdBoard,BrkFace,0,3,2,Slab,0,0,None,0,None,0,0,0,3,1535,0,0,1535,0,0,2,0,4,2,3,8,Typ,0,4,Attchd,1979-01-01,Unf,2,410,3,3,0,0,0,0,0,0,0,6,2009-01-01,WD,Alloca,118964,0.037190722887865325,138659.11904970376,192140.4886905827,189106.3131195486,184934.2195220277,181733.4349959794,138659.11904970376,176621.86426553177,172057.78287685383,166279.86193117432,169989.85315223166,119985.87976680385,173987.6003887277,187721.43041046744,176793.1023585533,180374.6693098701,183946.41354884257,173977.4958446567,203588.0265268703,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
104,20,RL,94.0,10402,Pave,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2009-01-01,2009-01-01,Gable,CompShg,VinylSd,VinylSd,BrkFace,0,3,3,PConc,4,3,Unf,0,Unf,0,1226,1226,5,1226,0,0,1226,0,0,2,0,3,1,4,6,Typ,0,4,Attchd,2009-01-01,RFn,3,740,3,3,0,36,0,0,0,0,0,5,2010-01-01,WD,Normal,198900,-0.5510441305157607,184114.31012750248,190822.63039667328,196465.1584256621,184091.9431636991,180681.53851065293,185778.89631424958,174056.17108050353,170902.793076039,213616.69244183038,213788.4738497268,225753.70601036132,173250.85997574835,175696.38306722682,182859.94490500522,179604.677141225,182392.14794844048,172511.2545927356,203719.14639097417,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
105,50,RM,60.0,7758,Pave,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,7,4,1931-01-01,1950-01-01,Gable,CompShg,Stucco,Stucco,BrkFace,600,3,2,PConc,3,3,LwQ,224,Unf,0,816,1040,5,1226,592,0,1818,0,0,1,1,4,1,3,7,Typ,2,3,Detchd,1951-01-01,Unf,1,240,3,3,0,0,0,0,184,0,0,6,2007-01-01,WD,Normal,169500,0.5759300870083385,145810.84995979376,128534.03074360482,112095.63515694343,184934.2195220277,181733.4349959794,186579.96456780235,145731.26876268862,172057.78287685383,168621.44147233653,161094.3581390032,226077.88022137442,173987.6003887277,175498.35820721005,181500.94309787193,180374.6693098701,183946.41354884257,173977.4958446567,135047.24401049083,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
106,60,FV,75.0,9375,Pave,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2003-01-01,2004-01-01,Hip,CompShg,VinylSd,VinylSd,BrkFace,768,4,3,PConc,5,3,Unf,0,Unf,0,1053,1053,5,1053,939,0,1992,0,0,2,1,3,1,4,9,Typ,1,4,Attchd,2003-01-01,RFn,2,648,3,3,140,45,0,0,0,0,0,8,2008-01-01,WD,Normal,250000,0.9071691306725163,242861.17128833788,210541.6108242923,223669.6193796677,184934.2195220277,181733.4349959794,186579.96456780235,210867.5381891463,220102.93273072524,213481.39406255822,214349.15087426855,226077.88022137442,173987.6003887277,175498.35820721005,176793.1023585533,180374.6693098701,183946.41354884257,173977.4958446567,203588.0265268703,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
107,30,RM,60.0,10800,Pave,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,7,1885-01-01,1995-01-01,Mansard,CompShg,VinylSd,VinylSd,BrkFace,0,3,3,BrkTil,2,3,Unf,0,Unf,0,641,641,4,1047,0,0,1047,0,0,1,0,2,1,3,6,Typ,0,4,Detchd,1954-01-01,Unf,1,273,2,2,0,0,0,0,0,0,450,8,2007-01-01,WD,Normal,100000,-0.8918015375036219,101683.31685132426,128534.03074360482,131865.19170449564,184934.2195220277,181733.4349959794,186579.96456780235,176621.86426553177,188058.50866691608,213481.39406255822,214349.15087426855,132319.84223850467,173987.6003887277,175498.35820721005,176793.1023585533,180374.6693098701,183946.41354884257,173977.4958446567,135047.24401049083,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
108,20,RM,50.0,6000,Pave,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,5,1948-01-01,1950-01-01,Gable,CompShg,VinylSd,VinylSd,BrkFace,0,3,3,CBlock,3,3,ALQ,104,BLQ,169,516,789,5,789,0,0,789,0,0,1,0,2,1,3,5,Typ,0,4,Detchd,1948-01-01,Unf,1,250,3,3,0,0,0,0,0,0,0,4,2008-01-01,WD,Partial,115000,-1.3829490850056787,183872.15971795493,128351.31974766144,133176.56416143238,184575.01446514972,180869.57415618957,185607.41429554246,175418.7227577337,170075.5277296531,213178.04756149533,214336.1233714828,150091.7375878606,173756.05450523144,273770.39995288965,176668.45525757904,180044.32093441885,183708.1387975448,173478.0655940962,136270.174156742,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
109,50,RM,85.0,8500,Pave,Corner,Gtl,IDOTRR,Artery,Norm,1Fam,1.5Fin,5,7,1919-01-01,2005-01-01,Gable,CompShg,CemntBd,CmentBd,BrkFace,0,3,3,CBlock,3,3,Unf,0,Unf,0,793,793,3,997,520,0,1517,0,0,2,0,3,1,2,7,Typ,0,4,None,1801-01-01,None,0,0,0,0,0,0,144,0,0,0,0,8,2007-01-01,WD,Normal,115000,0.002924614922605555,146263.04405776437,128929.311973349,112892.48809811991,139601.61488340193,180789.40361355388,185083.46198713017,144920.19847265727,171598.9745324658,228902.49221800145,232950.5691410784,149535.70819401578,173042.95920722766,174398.3419038756,180907.15160621432,179688.108060337,183289.00329243232,172172.48635921977,111973.39993240692,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
110,20,RL,105.0,11751,Pave,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,1977-01-01,1977-01-01,Hip,CompShg,Plywood,Plywood,BrkFace,480,3,3,CBlock,4,3,BLQ,705,Unf,0,1139,1844,5,1844,0,0,1844,0,0,2,0,3,1,3,7,Typ,1,3,Attchd,1977-01-01,RFn,2,546,3,3,0,122,0,0,0,0,0,1,2010-01-01,COD,Normal,190000,0.6254255762914914,186187.2381501979,191925.80193880785,190820.73324696437,185163.20235761424,181840.14435429464,185765.49400541733,176896.93649462832,214618.50693624382,179727.01792512444,171839.7043835051,151115.43088185362,147544.84987044657,175769.36378286793,178004.31580896085,180150.96165943588,183843.44039975764,173473.4350568672,202740.10370762297,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
111,50,RL,75.0,9525,Pave,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6,4,1954-01-01,1972-01-01,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0,3,3,CBlock,3,2,Rec,444,Unf,0,550,994,4,1216,639,0,1855,0,0,2,0,4,1,3,7,Typ,0,4,Attchd,1954-01-01,Unf,1,325,3,3,182,0,0,0,0,0,0,10,2006-01-01,WD,Normal,136900,0.6463659756035947,145810.84995979376,192140.4886905827,127619.67429918046,184934.2195220277,181733.4349959794,186579.96456780235,145731.26876268862,172057.78287685383,153708.78009525512,150729.53681142154,150644.54201427253,173987.6003887277,175498.35820721005,176793.1023585533,180374.6693098701,183946.41354884257,173977.4958446567,203588.0265268703,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
112,80,RL,65.0,7750,Pave,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2000-01-01,2000-01-01,Gable,CompShg,VinylSd,VinylSd,BrkFace,0,3,3,PConc,4,3,GLQ,250,Unf,0,134,384,5,774,656,0,1430,0,0,2,1,3,1,3,7,Typ,1,3,BuiltIn,2000-01-01,Fin,2,400,3,3,180,0,0,0,0,0,0,4,2010-01-01,WD,Normal,180000,-0.16269490690948335,169661.3743688527,190260.49364406467,191855.37458219824,184575.01446514972,180869.57415618957,185607.41429554246,166652.53953464294,170075.5277296531,213178.04756149533,214336.1233714828,225912.44170630813,173756.05450523144,174806.9266139117,176668.45525757904,180044.32093441885,183708.1387975448,173478.0655940962,249780.12461475423,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
113,60,RL,77.0,9965,Pave,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2007-01-01,2007-01-01,Gable,CompShg,VinylSd,VinylSd,Stone,220,4,3,PConc,5,3,GLQ,984,Unf,0,280,1264,5,1282,1414,0,2696,1,0,2,1,4,1,5,10,Typ,1,4,BuiltIn,2007-01-01,Fin,3,792,3,3,120,184,0,0,168,0,0,10,2007-01-01,New,Partial,383970,2.2473546866471206,241643.32197234887,190822.63039667328,196465.1584256621,184091.9431636991,180681.53851065293,185778.89631424958,210198.1701528621,170902.793076039,213616.69244183038,213788.4738497268,225753.70601036132,265165.2336171889,262257.8518782315,176297.29673116092,179604.677141225,182392.14794844048,256257.93447200066,242509.68372075778,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
114,20,RL,74.0,21000,Pave,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,5,1953-01-01,1953-01-01,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,184,3,4,CBlock,4,3,ALQ,35,Rec,869,905,1809,3,2259,0,0,2259,1,0,2,0,3,1,4,7,Typ,2,4,Basment,1953-01-01,Unf,2,450,3,3,166,120,192,0,0,0,0,10,2007-01-01,COD,Abnorml,217000,1.4154497321572028,186187.2381501979,191925.80193880785,214583.52330502289,185163.20235761424,181840.14435429464,185765.49400541733,176896.93649462832,214618.50693624382,147842.4766187789,149247.63723811228,151115.43088185362,147544.84987044657,142617.28089685805,182773.74126300955,180150.96165943588,183843.44039975764,173473.4350568672,167208.7552964487,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
